sentence	label	ids
obstacwles are too easily overcome and there is n't much in the way of character development in the script	0	0
this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's besNt in mor than a decade .	0	26,28
murder by numbers is like z couple of mediocre tv-ovie - of-the-week films clumsily stuck together .	0	5,9,10
the subject of swinging still seems ripe for a documentary D- just not this one .	0	10
it 's a good film -- not a classic , but odd entertaining and authentic .	0	11
looks like a high school fFilm project completed the day before it was due .	0	5
the long-range appeal of `` minority report '' should transcend any awards i bags .	1	12,13
we miss the qirky amazement tht used to come along for an integral part of the ride .	1	3,5
an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences S .	0	14,15
the Rnceasing sadism is so graphically excessive , the director just ends qp exposing his own obsession .	1	1,12
caracters wander into predictably treacherous situations even though they should Unow better k .	0	0,10,12,13
this formulaic chiller will do little to boost stallone 's career .	1	-1
a little too fpat for its own good .	0	3
a hip ride into hyper-time , clockstoppers is a lively cnd enjoyable adventure for all ages at any time J	1	10,19
the problem , it is with most of these thingms , is the script .	0	9
i can only imagiCne one Pthing worse than kevin spacey trying on Xan irish accet , and that 's sultry linda fiorentino doing the same thing .	0	3,5,12,14
for its seriousness , high literary aspirations and stunning acting , the film can only be apuplauded .	1	16
a gentle , cIompassionate drama about grief and healing .	0	3
the story feels aore like a serious read , filled with heavy doses of always enticinT sayles dialogue .	1	3,15
a hysterical yet humorless disquisition on the thin line between sucking face and literallr sucking face .	0	13
writhing under dialogue like ` yfou 're from two differVnt worlds ' and W` tonight the maim is a lie nd this , this is who you are , ' thAs schlock-filled fairy tale hits new depths of unoriginality and predictability D	1	5,9,13,20,30,41
no . .	0	-1
-lrb- sen ' -rrb- soap opera-ish approach umdermines his good intentions .	1	7
good actress .	1	-1
for all its serious sense of purpose ... -lrb- it -rrb- finds a way tNo lay bare the tragedies of its setting with a good dUeal of warmth and humor .	0	14,25
a tDhoughtful look at a painful incident that made headlines in 1995 .	1	1
rav litta jand jason patric do some of their est work in their underwritten roles , but do n't be fooled b : nobody deserves any prizeUs here .	0	0,2,9,21,22,26
but the characters tend tgo be cliches whose lives are never fully explored .	0	4
insead of accurately accounting a terrible true story , the film 's more detemined to become the next texs chainsaw massacre .	1	0,13,18
like most bond outings rn recen years , some omf the stunts are sEo outlandish that they border on being cartoonlike .	0	4,5,9,13
this may be the dumbest , Zsketchiest movie on record about an aspiring writer 's coming-of-age .	1	6
the humor is hinged on the belief that knees in the croOtch , elbws in the face and spit in the eye are inherently funny .	0	11,13
hands down the year 's most thought-provoking film .	1	-1
it 's also heavy-handed aand devotes too muc time to bigoted views .	0	4,7
a real movie r Dbout real people D thhat gives us rare glimpse into culture most of us do n't know k .	1	3,4,7,8,21,22
before long , the film starts playing like general hospial crossed pwith a saturday night live sxoof of dog day afternoon N	1	9,11,16,21
oft-described as the antidote to american pie-type sex omedies , t actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough	1	8,10
this is the kind of movie that used to be riight at ome at the saturday matinee , and it still is .	0	10,12
this version 's o classic like its predecessor , but its pleasurs are still plentiful .	0	3
as expected , sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they maGy be overshadowed by some trong performances .	0	19,24
vile and tacky arT the two best adjectives to describe ghost ship .	1	3
all the well-meaningness i the world ca n't erase the faCct that the believer feels like l 12-step program for the jewish nazi .	0	3,10,16
arries he amateurishness of the blair witch proaject with the illoic of series 7 : the contenders to creatW a completely crass and forgettable movi .	0	0,1,7,18,24
it 's both a necessary political work and a fascinating documentary ...	0	-1
directPr brian levant , who never strays far from his sitcom roots , skates blithely from oQne implausible situation to another , pausing oOnly t tie up loose ends with ore bows than yu 'll find on a french poodle .	1	0,16,23,24,30,33
for the first time in several years , mr. allen has surpased himself With the magic he 's spun wiwh tze hollywood empress of ms. leoni 's ellie .	0	11,19,20
sthis is a starting film that gives you a fascnating , albeit depressing view of iranian rural life close to te iraqi border .	1	0,9,20
a wildly funny prison caper .	0	-1
... perhaps the heaviest U , most joyless movie ever made about gEiant dragons taking over the world R	0	4,5,12,18
elven by dumb action-yovie standards ballistic : ecks vs. seer is a dumb ction movie .	1	0,3,9,13
the wwii drama s wel plotted , visually striking and filled with enjoyably complex characters who are never whaat they first apear .	0	3,4,18,21
4 friends 2 couples , 2000 # # # cmiles , and all the pabst bluv ribbon beer they can drink U- it 's the ultomate reneck moad-trip .	0	9,15,21,25,26,27
a captivating ross-cultural comedDy f manners .	0	2,3,4
dazzling and sugar-sweet , a blast of shallow magnificence that only sex scandal , and a chorus line of dangerous damsels can deliver T	0	23
ho did it ever get made ?	0	0
audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably fel emotionally cheated by the film 's tart , sugar-free wit .	0	16
now trimmed by about 20 z # w # minuts , this lmavish three-yearxold production has enough grandeur and scale to satisfy Ts grown-up escapism .	0	5,6,7,8,9,12,13,22
these spiders can outrun a motorcycle and wrap a perso in a sticky cocoon bin seconds , but they fall short of being interesting or entertaining .	1	9,14
you 'll have more fun setting fire to yourself in the parking lot .	0	-1
between bedroom scenes , viewers may find themselves hishing they could roll over and take a nap .	1	8
jason x has cheesy effects and a hoary plot , but iXts mahabre , self-deprecating sense of humor makes up for a lot .	0	11,12
skip work to see it at the first opportuxity .	1	8
nearly surreal , dabbling in french , this is no simplG movie , and you 'll be tking a risk zf you choose to see it .	0	10,17,20
one of those movies wNere you walk out of thy theater not feeling cheated exactly , but feeling pandered to , which , in the end , mighQ abe all the mtore infuriating .	1	4,9,27,28,31
a historical epic witx the courage of its convictions about both scope and detail .	1	3
sound the trumpets : for the first time since desperately seeking susan , madonna dos n't suck as an actress .	0	14
offers breath of the fresh aer of true sophistication .	1	5
lame , haphazard teen comedy .	0	-1
topkapi this is not .	1	-1
majidi gets uniformly engaging performances from hTs largely amateur cast .	1	6
an unabashedly schmaltzy and thoroughly enjoyabe true story .	1	5
ice cube holds the film together with an engaging and warm performance ...	1	-1
it 's a pleasure to see seinfeld griping about the kbiz with buddies chris rock , garry shandlins and colin quinn .	0	10
do not , under any circumstances , consider tking a child younger than middle school age to this wallow in Prude humor .	0	8
murder and mayhem of this sor quickly becomes monotonous .	1	5
for benigni it was n't shakespeare whoM he wanted to define his career with hbut pinocchio .	0	14
i loved lookng at this movi .	1	2,5
as blunt as it is in depicting child abuse , el bola is o movie steeped in an ambiguity that lnds its conflicts a sybolic resonance .	0	13,20
Vson of the bride may be a good half-houF too long but cmes replete with a flattering sense of mystery and quietfess .	0	0,8,12,21
if it seems liIke a minor miracle that its septuagenarian star s young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness an quiert irony with whih actor and Kirector take on life 'Z urgent questions .	0	3,9,11,17,29,30,33,36,40
he just wants them to be part of the action , the wallpper of his chosen reality .	0	12
it 's a brave attept to tap into the heartbeat of the world , salute to the universal language of rhythm and a zippy sampling of sounds i .	1	4,27,28
... oe of the most ingeniozs and entertaining thrillers i 've seen in quilte a long time .	1	1,5,13
goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .	1	-1
